Age;Sexe;NationaliteCod;Club_Cod;Club_Nom;Dept_Cod;Dept_Nom;Region_Code;Region_Nom;Saison;Categorie;SousCategorie;Discipline
="6";="M";="FRA";="4138008";="VOIRON VOREPPE BMX";="038";="CD ISÈRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U7";="";="BMX Race"
="7";="M";="FRA";="4138008";="VOIRON VOREPPE BMX";="038";="CD ISÈRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U9";="";="BMX Race"
="9";="M";="FRA";="4138008";="VOIRON VOREPPE BMX";="038";="CD ISÈRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U11";="";="BMX Race"
="8";="M";="FRA";="4138008";="VOIRON VOREPPE BMX";="038";="CD ISÈRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U9";="";="BMX Race"
="5";="M";="FRA";="4138008";="VOIRON VOREPPE BMX";="038";="CD ISÈRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U7";="";="BMX Race"
="6";="M";="FRA";="4138008";="VOIRON VOREPPE BMX";="038";="CD ISÈRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U7";="";="BMX Race"
="13";="M";="FRA";="4138008";="VOIRON VOREPPE BMX";="038";="CD ISÈRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U15";="";="BMX Race"
="5";="M";="FRA";="4138008";="VOIRON VOREPPE BMX";="038";="CD ISÈRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U7";="";="BMX Race"
="13";="M";="FRA";="4138008";="VOIRON VOREPPE BMX";="038";="CD ISÈRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U15";="";="BMX Race"
="11";="M";="FRA";="4138008";="VOIRON VOREPPE BMX";="038";="CD ISÈRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U13";="";="BMX Race"
="9";="M";="FRA";="4138008";="VOIRON VOREPPE BMX";="038";="CD ISÈRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U11";="";="BMX Race"
="38";="M";="FRA";="4169043";="DES BICLOUS ET DES POTES";="069";="CD RHÔNE-MÈTROPOLE DE LYON";="41";="AUVERGNE-RHONE-ALPES";="2025";="Epreuves de masse";="";="Route"
="38";="M";="FRA";="4169043";="DES BICLOUS ET DES POTES";="069";="CD RHÔNE-MÈTROPOLE DE LYON";="41";="AUVERGNE-RHONE-ALPES";="2025";="Encadrement";="Dirigeant";="Route"
="39";="M";="FRA";="4169043";="DES BICLOUS ET DES POTES";="069";="CD RHÔNE-MÈTROPOLE DE LYON";="41";="AUVERGNE-RHONE-ALPES";="2025";="Encadrement";="Dirigeant";="Route"
="31";="M";="FRA";="4169043";="DES BICLOUS ET DES POTES";="069";="CD RHÔNE-MÈTROPOLE DE LYON";="41";="AUVERGNE-RHONE-ALPES";="2025";="Epreuves de masse";="";="Route"
="23";="M";="FRA";="4169043";="DES BICLOUS ET DES POTES";="069";="CD RHÔNE-MÈTROPOLE DE LYON";="41";="AUVERGNE-RHONE-ALPES";="2025";="Epreuves de masse";="";="Route"
="44";="M";="FRA";="4169043";="DES BICLOUS ET DES POTES";="069";="CD RHÔNE-MÈTROPOLE DE LYON";="41";="AUVERGNE-RHONE-ALPES";="2025";="Encadrement";="Dirigeant";="Route"
="18";="F";="FRA";="4143004";="GROUPE CYCLO DE MONTFAUCON";="043";="CD HAUTE-LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Access";="3";="VTT - Cross country"
="16";="M";="FRA";="4143004";="GROUPE CYCLO DE MONTFAUCON";="043";="CD HAUTE-LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U17";="";="VTT - Cross country"
="12";="M";="FRA";="4143004";="GROUPE CYCLO DE MONTFAUCON";="043";="CD HAUTE-LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U13";="";="Cyclo-Cross"
="23";="M";="FRA";="4143004";="GROUPE CYCLO DE MONTFAUCON";="043";="CD HAUTE-LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Open";="1";="VTT - Cross country"
="18";="M";="FRA";="4143004";="GROUPE CYCLO DE MONTFAUCON";="043";="CD HAUTE-LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Open";="3";="VTT - Cross country"
="11";="M";="FRA";="4143004";="GROUPE CYCLO DE MONTFAUCON";="043";="CD HAUTE-LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U13";="";="VTT - Cross country"
="11";="M";="FRA";="4143004";="GROUPE CYCLO DE MONTFAUCON";="043";="CD HAUTE-LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U13";="";="VTT - Cross country"
="15";="M";="FRA";="4143004";="GROUPE CYCLO DE MONTFAUCON";="043";="CD HAUTE-LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U17";="";="VTT - Cross country"
="69";="M";="FRA";="4143004";="GROUPE CYCLO DE MONTFAUCON";="043";="CD HAUTE-LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Loisir";="";="Route"
="13";="M";="FRA";="4143004";="GROUPE CYCLO DE MONTFAUCON";="043";="CD HAUTE-LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U15";="";="VTT - Cross country"
="25";="M";="FRA";="4143004";="GROUPE CYCLO DE MONTFAUCON";="043";="CD HAUTE-LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Open";="3";="VTT - Cross country"
="16";="M";="FRA";="4143004";="GROUPE CYCLO DE MONTFAUCON";="043";="CD HAUTE-LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U17";="";="VTT - Cross country"
="9";="M";="FRA";="4143004";="GROUPE CYCLO DE MONTFAUCON";="043";="CD HAUTE-LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U11";="";="VTT - Cross country"
="63";="M";="FRA";="4143004";="GROUPE CYCLO DE MONTFAUCON";="043";="CD HAUTE-LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Access";="4";="Route"
="42";="M";="FRA";="4143004";="GROUPE CYCLO DE MONTFAUCON";="043";="CD HAUTE-LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Access";="3";="VTT - Cross country"
="18";="M";="FRA";="4143004";="GROUPE CYCLO DE MONTFAUCON";="043";="CD HAUTE-LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Open";="3";="VTT - Cross country"
="11";="M";="FRA";="4143004";="GROUPE CYCLO DE MONTFAUCON";="043";="CD HAUTE-LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U13";="";="VTT - Cross country"
="15";="M";="FRA";="4143004";="GROUPE CYCLO DE MONTFAUCON";="043";="CD HAUTE-LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U17";="";="VTT - Cross country"
="10";="M";="FRA";="4143004";="GROUPE CYCLO DE MONTFAUCON";="043";="CD HAUTE-LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U11";="";="VTT - Cross country"
="15";="M";="FRA";="4143004";="GROUPE CYCLO DE MONTFAUCON";="043";="CD HAUTE-LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U17";="";="VTT - Cross country"
="60";="M";="FRA";="4143004";="GROUPE CYCLO DE MONTFAUCON";="043";="CD HAUTE-LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Open";="3";="VTT - Cross country"
="41";="M";="FRA";="4143004";="GROUPE CYCLO DE MONTFAUCON";="043";="CD HAUTE-LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Access";="3";="VTT - Cross country"
="12";="M";="FRA";="4143004";="GROUPE CYCLO DE MONTFAUCON";="043";="CD HAUTE-LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U13";="";="Cyclo-Cross"
="60";="M";="FRA";="4126009";="VELO CLUB VALRHONA";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Epreuves de masse";="";="Route"
="44";="M";="FRA";="4126009";="VELO CLUB VALRHONA";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Access";="3";="Route"
="64";="M";="FRA";="4126009";="VELO CLUB VALRHONA";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Epreuves de masse";="";="Route"
="59";="M";="FRA";="4126009";="VELO CLUB VALRHONA";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Loisir";="";="Route"
="24";="M";="FRA";="4126009";="VELO CLUB VALRHONA";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Access";="2";="Route"
="49";="M";="FRA";="4126009";="VELO CLUB VALRHONA";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Access";="3";="VTT - Cross country"
="66";="M";="FRA";="4126009";="VELO CLUB VALRHONA";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Epreuves de masse";="";="Route"
="51";="M";="FRA";="4126009";="VELO CLUB VALRHONA";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Epreuves de masse";="";="e-Cycling"
="38";="M";="FRA";="4126009";="VELO CLUB VALRHONA";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Access";="1";="VTT - Cross country"
="51";="M";="FRA";="4126009";="VELO CLUB VALRHONA";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Epreuves de masse";="";="Route"
="55";="M";="FRA";="4126009";="VELO CLUB VALRHONA";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Access";="3";="Route"
="54";="M";="FRA";="4126009";="VELO CLUB VALRHONA";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Epreuves de masse";="";="Route"
="55";="M";="FRA";="4126009";="VELO CLUB VALRHONA";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Access";="4";="Route"
="69";="M";="FRA";="4126009";="VELO CLUB VALRHONA";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Epreuves de masse";="";="Route"
="62";="M";="FRA";="4126009";="VELO CLUB VALRHONA";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Loisir";="";="Route"
="64";="M";="FRA";="4126009";="VELO CLUB VALRHONA";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Access";="4";="Route"
="35";="M";="FRA";="4126017";="TEAM ANNEYRON CYCLING";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Loisir";="";="Route"
="48";="M";="FRA";="4126017";="TEAM ANNEYRON CYCLING";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Access";="4";="VTT - Cross country"
="46";="M";="FRA";="4126017";="TEAM ANNEYRON CYCLING";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Loisir";="";="Route"
="47";="M";="FRA";="4126017";="TEAM ANNEYRON CYCLING";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Epreuves de masse";="";="Route"
="39";="M";="FRA";="4126017";="TEAM ANNEYRON CYCLING";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Epreuves de masse";="";="VTT - Cross country"
="39";="M";="FRA";="4126017";="TEAM ANNEYRON CYCLING";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Epreuves de masse";="";="Route"
="38";="M";="FRA";="4126017";="TEAM ANNEYRON CYCLING";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Loisir";="";="Route"
="45";="M";="FRA";="4126017";="TEAM ANNEYRON CYCLING";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Epreuves de masse";="";="Route"
="44";="M";="FRA";="4126017";="TEAM ANNEYRON CYCLING";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Loisir";="";="Route"
="34";="M";="FRA";="4126017";="TEAM ANNEYRON CYCLING";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Epreuves de masse";="";="Route"
="16";="M";="FRA";="4126017";="TEAM ANNEYRON CYCLING";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U17";="";="Route"
="70";="M";="FRA";="4126017";="TEAM ANNEYRON CYCLING";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Loisir";="";="Route"
="43";="F";="FRA";="4126017";="TEAM ANNEYRON CYCLING";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Loisir";="";="Route"
="38";="F";="FRA";="4126017";="TEAM ANNEYRON CYCLING";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Loisir";="";="Route"
="43";="M";="FRA";="4126017";="TEAM ANNEYRON CYCLING";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Access";="2";="VTT - Cross country"
="39";="F";="FRA";="4126017";="TEAM ANNEYRON CYCLING";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Loisir";="";="Route"
="46";="M";="FRA";="4126017";="TEAM ANNEYRON CYCLING";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Epreuves de masse";="";="Route"
="38";="M";="FRA";="4126017";="TEAM ANNEYRON CYCLING";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Access";="2";="Route"
="44";="M";="FRA";="4126017";="TEAM ANNEYRON CYCLING";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Loisir";="";="Route"
="34";="M";="FRA";="4174037";="CYCLO-CLUB DE LA FORCLAZ";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Epreuves de masse";="";="Route"
="40";="M";="FRA";="4174037";="CYCLO-CLUB DE LA FORCLAZ";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Access";="3";="Route"
="46";="M";="FRA";="4174037";="CYCLO-CLUB DE LA FORCLAZ";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Epreuves de masse";="";="Route"
="36";="M";="FRA";="4174037";="CYCLO-CLUB DE LA FORCLAZ";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Access";="1";="Route"
="37";="M";="FRA";="4174037";="CYCLO-CLUB DE LA FORCLAZ";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Epreuves de masse";="";="Route"
="39";="M";="FRA";="4174037";="CYCLO-CLUB DE LA FORCLAZ";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Access";="3";="Route"
="40";="M";="FRA";="4163007";="TROPHEE DES GRIMPEURS ORGANISATION";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Encadrement";="Dirigeant";="Route"
="64";="M";="FRA";="4163007";="TROPHEE DES GRIMPEURS ORGANISATION";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Encadrement";="Dirigeant";="Route"
="59";="M";="FRA";="4163007";="TROPHEE DES GRIMPEURS ORGANISATION";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Encadrement";="Dirigeant";="Route"
="80";="M";="FRA";="4163007";="TROPHEE DES GRIMPEURS ORGANISATION";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Encadrement";="Dirigeant";="Route"
="63";="F";="FRA";="4163007";="TROPHEE DES GRIMPEURS ORGANISATION";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Encadrement";="Dirigeant";="Route"
="48";="F";="FRA";="4163007";="TROPHEE DES GRIMPEURS ORGANISATION";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Encadrement";="Dirigeant";="Route"
="53";="M";="FRA";="4163005";="TEAM CYCLISTE "MONNE ET VEYRE"";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Access";="4";="Route"
="50";="M";="FRA";="4163005";="TEAM CYCLISTE "MONNE ET VEYRE"";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Access";="4";="Route"
="56";="M";="FRA";="4163005";="TEAM CYCLISTE "MONNE ET VEYRE"";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Encadrement";="Dirigeant";="Route"
="42";="M";="FRA";="4163005";="TEAM CYCLISTE "MONNE ET VEYRE"";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Open";="3";="Route"
="41";="M";="FRA";="4163005";="TEAM CYCLISTE "MONNE ET VEYRE"";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Access";="1";="Route"
="27";="M";="FRA";="4163005";="TEAM CYCLISTE "MONNE ET VEYRE"";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Open";="2";="Route"
="40";="M";="FRA";="4163005";="TEAM CYCLISTE "MONNE ET VEYRE"";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Open";="3";="Route"
="40";="M";="FRA";="4163005";="TEAM CYCLISTE "MONNE ET VEYRE"";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Open";="3";="Route"
="48";="M";="FRA";="4163005";="TEAM CYCLISTE "MONNE ET VEYRE"";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Open";="3";="VTT - Cross country"
="31";="M";="FRA";="4163005";="TEAM CYCLISTE "MONNE ET VEYRE"";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Access";="2";="Route"
="27";="M";="FRA";="4163005";="TEAM CYCLISTE "MONNE ET VEYRE"";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Access";="2";="Route"
="36";="M";="FRA";="4163005";="TEAM CYCLISTE "MONNE ET VEYRE"";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Open";="3";="Route"
="47";="M";="FRA";="4163005";="TEAM CYCLISTE "MONNE ET VEYRE"";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Access";="3";="Route"
="11";="M";="FRA";="4107004";="BMX RIDERS 07";="007";="CD ARDÈCHE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U13";="";="BMX Race"
="9";="M";="FRA";="4107004";="BMX RIDERS 07";="007";="CD ARDÈCHE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U11";="";="BMX Race"
="4";="F";="FRA";="4107004";="BMX RIDERS 07";="007";="CD ARDÈCHE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Baby Vélo";="";="BMX Race"
="9";="M";="FRA";="4107004";="BMX RIDERS 07";="007";="CD ARDÈCHE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U11";="";="BMX Race"
="11";="M";="FRA";="4107004";="BMX RIDERS 07";="007";="CD ARDÈCHE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U13";="";="BMX Race"
="19";="M";="FRA";="4107004";="BMX RIDERS 07";="007";="CD ARDÈCHE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Open";="1";="BMX Race"
="8";="M";="FRA";="4107004";="BMX RIDERS 07";="007";="CD ARDÈCHE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U9";="";="BMX Race"
="13";="M";="FRA";="4107004";="BMX RIDERS 07";="007";="CD ARDÈCHE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U15";="";="BMX Race"
="23";="M";="FRA";="4107004";="BMX RIDERS 07";="007";="CD ARDÈCHE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Open";="1";="BMX Race"
="16";="M";="FRA";="4107004";="BMX RIDERS 07";="007";="CD ARDÈCHE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U17";="";="BMX Race"
="54";="M";="FRA";="4107004";="BMX RIDERS 07";="007";="CD ARDÈCHE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Arbitre Régional";="";="BMX Race"
="4";="M";="FRA";="4107004";="BMX RIDERS 07";="007";="CD ARDÈCHE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Baby Vélo";="";="BMX Race"
="12";="M";="FRA";="4107004";="BMX RIDERS 07";="007";="CD ARDÈCHE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U13";="";="BMX Race"
="7";="M";="FRA";="4107004";="BMX RIDERS 07";="007";="CD ARDÈCHE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U9";="";="BMX Race"
="11";="M";="FRA";="4107004";="BMX RIDERS 07";="007";="CD ARDÈCHE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U13";="";="BMX Race"
="14";="M";="FRA";="4107004";="BMX RIDERS 07";="007";="CD ARDÈCHE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U15";="";="BMX Race"
="6";="M";="FRA";="4107004";="BMX RIDERS 07";="007";="CD ARDÈCHE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U7";="";="BMX Race"
="13";="M";="FRA";="4107004";="BMX RIDERS 07";="007";="CD ARDÈCHE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U15";="";="BMX Race"
="13";="M";="FRA";="4107004";="BMX RIDERS 07";="007";="CD ARDÈCHE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U15";="";="BMX Race"
="9";="M";="FRA";="4107004";="BMX RIDERS 07";="007";="CD ARDÈCHE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U11";="";="BMX Race"
="39";="F";="FRA";="4107004";="BMX RIDERS 07";="007";="CD ARDÈCHE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Encadrement";="Dirigeant";="BMX Race"
="22";="M";="FRA";="4107004";="BMX RIDERS 07";="007";="CD ARDÈCHE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Access";="1";="BMX Race"
="10";="M";="FRA";="4107004";="BMX RIDERS 07";="007";="CD ARDÈCHE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U11";="";="BMX Race"
="11";="M";="FRA";="4107004";="BMX RIDERS 07";="007";="CD ARDÈCHE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U13";="";="BMX Race"
="11";="M";="FRA";="4107004";="BMX RIDERS 07";="007";="CD ARDÈCHE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U13";="";="BMX Race"
="38";="M";="FRA";="4107004";="BMX RIDERS 07";="007";="CD ARDÈCHE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Open";="2";="BMX Race"
="12";="M";="FRA";="4107004";="BMX RIDERS 07";="007";="CD ARDÈCHE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U13";="";="BMX Race"
="6";="M";="FRA";="4107004";="BMX RIDERS 07";="007";="CD ARDÈCHE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U7";="";="BMX Race"
="11";="M";="FRA";="4107004";="BMX RIDERS 07";="007";="CD ARDÈCHE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U13";="";="BMX Race"
="7";="M";="FRA";="4107004";="BMX RIDERS 07";="007";="CD ARDÈCHE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U9";="";="BMX Race"
="43";="M";="FRA";="4107004";="BMX RIDERS 07";="007";="CD ARDÈCHE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Access";="3";="BMX Race"
="32";="M";="FRA";="4107004";="BMX RIDERS 07";="007";="CD ARDÈCHE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Access";="2";="BMX Race"
="44";="F";="FRA";="4107004";="BMX RIDERS 07";="007";="CD ARDÈCHE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Arbitre Régional";="";="BMX Race"
="6";="M";="FRA";="4107004";="BMX RIDERS 07";="007";="CD ARDÈCHE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U7";="";="BMX Race"
="12";="M";="FRA";="4107004";="BMX RIDERS 07";="007";="CD ARDÈCHE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U13";="";="BMX Race"
="6";="M";="FRA";="4107004";="BMX RIDERS 07";="007";="CD ARDÈCHE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U7";="";="BMX Race"
="5";="M";="FRA";="4107004";="BMX RIDERS 07";="007";="CD ARDÈCHE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U7";="";="BMX Race"
="8";="F";="FRA";="4107004";="BMX RIDERS 07";="007";="CD ARDÈCHE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U9";="";="BMX Race"
="10";="M";="FRA";="4107004";="BMX RIDERS 07";="007";="CD ARDÈCHE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U11";="";="BMX Race"
="5";="M";="FRA";="4107004";="BMX RIDERS 07";="007";="CD ARDÈCHE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U7";="";="BMX Race"
="11";="M";="FRA";="4107004";="BMX RIDERS 07";="007";="CD ARDÈCHE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U13";="";="BMX Race"
="16";="M";="FRA";="4107004";="BMX RIDERS 07";="007";="CD ARDÈCHE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U17";="";="BMX Race"
="12";="M";="FRA";="4107004";="BMX RIDERS 07";="007";="CD ARDÈCHE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U13";="";="BMX Race"
="8";="F";="FRA";="4107004";="BMX RIDERS 07";="007";="CD ARDÈCHE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U9";="";="BMX Race"
="9";="M";="FRA";="4107004";="BMX RIDERS 07";="007";="CD ARDÈCHE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U11";="";="BMX Race"
="59";="M";="FRA";="4107004";="BMX RIDERS 07";="007";="CD ARDÈCHE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Access";="4";="BMX Race"
="10";="M";="FRA";="4107004";="BMX RIDERS 07";="007";="CD ARDÈCHE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U11";="";="BMX Race"
="18";="M";="FRA";="4107004";="BMX RIDERS 07";="007";="CD ARDÈCHE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Open";="1";="BMX Race"
="9";="M";="FRA";="4107004";="BMX RIDERS 07";="007";="CD ARDÈCHE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U11";="";="BMX Race"
="9";="M";="FRA";="4107004";="BMX RIDERS 07";="007";="CD ARDÈCHE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U11";="";="BMX Race"
="10";="M";="FRA";="4107004";="BMX RIDERS 07";="007";="CD ARDÈCHE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U11";="";="BMX Race"
="8";="F";="FRA";="4107004";="BMX RIDERS 07";="007";="CD ARDÈCHE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U9";="";="BMX Race"
="56";="M";="FRA";="4107004";="BMX RIDERS 07";="007";="CD ARDÈCHE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Access";="3";="VTT - Cross country"
="28";="M";="FRA";="4107004";="BMX RIDERS 07";="007";="CD ARDÈCHE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Open";="1";="VTT - Descente"
